Date,Open,High,Low,Close,Adj Close,Volume
2020-09-08,3420.500000,3447.000000,3327.500000,3335.500000,3335.500000,2732946
2020-09-09,3315.250000,3424.000000,3295.500000,3400.250000,3400.250000,2011132
2020-09-10,3396.000000,3424.250000,3327.250000,3340.500000,3340.500000,2332667
2020-09-11,3345.250000,3375.000000,3308.750000,3333.750000,3333.750000,1876451
2020-09-14,3350.000000,3402.750000,3345.500000,3382.500000,3382.500000,1378626
2020-09-15,3379.500000,3419.000000,3376.000000,3405.250000,3405.250000,874366
2020-09-16,3405.000000,3429.750000,3384.000000,3389.500000,3389.500000,571749
2020-09-17,3392.750000,3396.500000,3320.500000,3361.500000,3361.500000,384917
2020-09-18,3355.750000,3374.250000,3341.750000,3353.600098,3353.600098,2365554
2020-09-21,3314.500000,3326.250000,3217.750000,3275.000000,3275.000000,2507980
2020-09-22,3271.500000,3309.500000,3256.500000,3299.250000,3299.250000,1576319
2020-09-23,3303.750000,3319.750000,3221.000000,3231.250000,3231.250000,1979661
2020-09-24,3228.000000,3268.250000,3198.000000,3238.000000,3238.000000,2277010
2020-09-25,3243.500000,3296.250000,3206.500000,3287.250000,3287.250000,1697090
2020-09-28,3291.000000,3351.250000,3287.500000,3346.000000,3346.000000,1495804
2020-09-29,3348.750000,3363.000000,3316.500000,3333.750000,3333.750000,1326597
2020-09-30,3330.000000,3384.000000,3291.250000,3352.000000,3352.000000,2170601
2020-10-01,3344.750000,3388.000000,3343.250000,3367.750000,3367.750000,1517912
2020-10-02,3367.000000,3375.500000,3300.250000,3339.250000,3339.250000,2028921
2020-10-05,3360.000000,3400.000000,3346.500000,3393.000000,3393.000000,1077474
2020-10-06,3392.000000,3421.750000,3330.500000,3353.250000,3353.250000,1701062
2020-10-07,3338.000000,3416.750000,3332.250000,3406.750000,3406.750000,1400616
2020-10-08,3406.250000,3447.250000,3405.500000,3437.500000,3437.500000,1104986
2020-10-09,3447.250000,3480.000000,3445.250000,3473.250000,3473.250000,1185272
2020-10-12,3467.500000,3541.000000,3464.250000,3532.750000,3532.750000,1401063
2020-10-13,3534.000000,3535.750000,3491.500000,3504.750000,3504.750000,1617226
2020-10-14,3502.000000,3524.000000,3472.000000,3481.000000,3481.000000,1539718
2020-10-15,3479.250000,3486.500000,3431.500000,3475.500000,3475.500000,1650150
2020-10-16,3478.500000,3508.500000,3461.250000,3462.250000,3462.250000,1398947
2020-10-19,3471.000000,3496.500000,3410.750000,3422.750000,3422.750000,1645853
2020-10-20,3436.000000,3469.750000,3418.750000,3432.250000,3432.250000,1702183
2020-10-21,3437.000000,3458.000000,3420.500000,3432.500000,3432.500000,1681275
2020-10-22,3430.250000,3453.000000,3402.500000,3449.250000,3449.250000,1501259
2020-10-23,3455.750000,3462.500000,3431.500000,3451.750000,3451.750000,1216313
2020-10-26,3445.750000,3446.250000,3356.000000,3393.500000,3393.500000,1957780
2020-10-27,3394.250000,3410.000000,3368.250000,3383.000000,3383.000000,1566246
2020-10-28,3369.000000,3370.250000,3260.750000,3263.500000,3263.500000,2627180
2020-10-29,3279.000000,3333.750000,3250.250000,3302.250000,3302.250000,1965277
2020-10-30,3268.000000,3296.250000,3225.000000,3264.750000,3264.750000,2494925
2020-11-02,3260.000000,3323.500000,3243.250000,3300.500000,3300.500000,1849320
2020-11-03,3304.000000,3382.750000,3301.250000,3361.500000,3361.500000,1664690
2020-11-04,3362.750000,3480.000000,3319.000000,3435.000000,3435.000000,2813083
2020-11-05,3448.000000,3522.500000,3428.250000,3504.750000,3504.750000,1671417
2020-11-06,3508.750000,3519.000000,3456.750000,3500.750000,3500.750000,1640000
2020-11-09,3522.500000,3668.000000,3515.750000,3544.000000,3544.000000,2605322
2020-11-10,3549.500000,3562.750000,3506.500000,3541.000000,3541.000000,2160319
2020-11-11,3546.250000,3576.750000,3531.000000,3568.000000,3568.000000,1324983
2020-11-12,3574.500000,3574.500000,3513.000000,3532.500000,3532.500000,1685890
2020-11-13,3537.500000,3590.000000,3518.000000,3582.000000,3582.000000,1334530
2020-11-16,3587.000000,3637.000000,3586.500000,3623.000000,3623.000000,1303941
2020-11-17,3625.500000,3630.000000,3584.250000,3606.750000,3606.750000,1268206
2020-11-18,3604.500000,3623.250000,3556.500000,3565.000000,3565.000000,1325309
2020-11-19,3562.000000,3582.750000,3542.250000,3580.000000,3580.000000,1291117
2020-11-20,3560.000000,3582.500000,3542.750000,3554.250000,3554.250000,1189621
2020-11-23,3546.500000,3588.000000,3545.500000,3576.000000,3576.000000,1204848
2020-11-24,3576.000000,3640.000000,3575.250000,3632.750000,3632.750000,1288993
2020-11-25,3635.500000,3655.000000,3615.250000,3627.250000,3627.250000,1016343
2020-11-30,3643.750000,3652.000000,3592.250000,3623.250000,3623.250000,1712274
2020-12-01,3631.000000,3677.500000,3626.000000,3660.500000,3660.500000,1365328
2020-12-02,3661.250000,3672.750000,3642.250000,3667.250000,3667.250000,1106696
2020-12-03,3671.000000,3682.000000,3655.250000,3664.500000,3664.500000,1124033
2020-12-04,3668.250000,3700.000000,3665.500000,3698.000000,3698.000000,991860
2020-12-07,3694.750000,3705.000000,3672.250000,3690.750000,3690.750000,1078372
2020-12-08,3682.750000,3708.000000,3664.250000,3702.000000,3702.000000,1119000
2020-12-09,3707.750000,3714.750000,3659.500000,3672.500000,3672.500000,1792176
2020-12-10,3669.500000,3681.250000,3644.000000,3668.500000,3668.500000,1601203
2020-12-11,3670.000000,3674.750000,3628.250000,3661.250000,3661.250000,1538362
2020-12-14,3677.750000,3698.000000,3642.750000,3646.500000,3646.500000,1486250
2020-12-15,3653.000000,3695.750000,3642.750000,3694.500000,3694.500000,1029503
2020-12-16,3697.750000,3711.500000,3687.000000,3700.750000,3700.750000,584711
2020-12-17,3704.500000,3724.750000,3699.500000,3721.250000,3721.250000,292916
2020-12-18,3721.500000,3733.250000,3707.750000,3726.250000,3726.250000,1731161
2020-12-21,3718.250000,3724.000000,3596.000000,3685.750000,3685.750000,1837575
2020-12-22,3685.000000,3695.000000,3663.750000,3677.250000,3677.250000,1104998
2020-12-23,3674.250000,3701.750000,3651.000000,3681.500000,3681.500000,1021819
2020-12-28,3682.000000,3732.250000,3676.000000,3727.500000,3727.500000,760654
2020-12-29,3731.000000,3747.750000,3714.500000,3720.000000,3720.000000,992636
2020-12-30,3724.500000,3738.250000,3716.500000,3724.250000,3724.250000,769995
2020-12-31,3725.000000,3753.000000,3715.000000,3748.750000,3748.750000,993343
2021-01-04,3748.750000,3773.250000,3652.500000,3692.250000,3692.250000,2037616
2021-01-05,3695.000000,3730.000000,3673.250000,3718.250000,3718.250000,1414022
2021-01-06,3717.500000,3774.750000,3685.500000,3740.500000,3740.500000,2127155
2021-01-07,3752.500000,3804.000000,3742.000000,3795.500000,3795.500000,1302021
2021-01-08,3797.750000,3824.500000,3775.000000,3817.500000,3817.500000,1619438
2021-01-11,3815.500000,3820.750000,3776.500000,3792.000000,3792.000000,1292422
2021-01-12,3794.250000,3806.750000,3768.000000,3794.500000,3794.500000,1216214
2021-01-13,3792.000000,3813.500000,3776.500000,3803.750000,3803.750000,1049186
2021-01-14,3808.500000,3817.750000,3786.250000,3791.250000,3791.250000,1170812
2021-01-15,3793.000000,3797.750000,3741.500000,3762.250000,3762.250000,1781463
2021-01-19,3750.000000,3797.000000,3740.500000,3790.500000,3790.500000,1315580
2021-01-20,3796.750000,3852.500000,3788.500000,3845.000000,3845.000000,1248787
2021-01-21,3841.500000,3859.750000,3836.500000,3846.000000,3846.000000,1068271
2021-01-22,3846.750000,3849.000000,3813.250000,3834.250000,3834.250000,1186856
2021-01-25,3835.500000,3853.250000,3788.500000,3848.500000,3848.500000,1763898
2021-01-26,3845.000000,3862.250000,3821.500000,3842.500000,3842.500000,1172461
2021-01-27,3845.250000,3853.000000,3706.500000,3744.250000,3744.250000,2572020
2021-01-28,3735.250000,3823.500000,3703.500000,3779.250000,3779.250000,2149910
2021-01-29,3770.250000,3777.250000,3685.500000,3705.250000,3705.250000,2691820
2021-02-01,3692.250000,3777.000000,3656.500000,3765.750000,3765.750000,1687396
2021-02-02,3764.750000,3835.750000,3760.000000,3818.250000,3818.250000,1419765
2021-02-03,3829.500000,3843.500000,3807.750000,3823.500000,3823.500000,1285692
2021-02-04,3832.750000,3869.750000,3811.250000,3864.500000,3864.500000,1136404
2021-02-05,3864.250000,3888.250000,3860.000000,3880.250000,3880.250000,1138874
2021-02-08,3889.000000,3911.250000,3885.500000,3908.000000,3908.000000,972437
2021-02-09,3910.500000,3913.250000,3895.000000,3905.500000,3905.500000,881922
2021-02-10,3912.250000,3928.500000,3878.250000,3903.000000,3903.000000,1560824
2021-02-11,3907.000000,3920.500000,3884.500000,3912.000000,3912.000000,1296054
2021-02-12,3905.250000,3936.250000,3890.250000,3931.000000,3931.000000,1050298
2021-02-16,3936.500000,3959.250000,3918.750000,3927.750000,3927.750000,1450425
2021-02-17,3929.000000,3932.250000,3896.500000,3928.000000,3928.000000,1382825
2021-02-18,3928.250000,3936.000000,3880.500000,3909.500000,3909.500000,1536949
2021-02-19,3910.500000,3931.000000,3890.250000,3903.000000,3903.000000,1427294
2021-02-22,3905.500000,3914.500000,3861.250000,3873.500000,3873.500000,1514278
2021-02-23,3878.000000,3896.000000,3804.750000,3878.000000,3878.000000,2282940
2021-02-24,3876.250000,3927.750000,3851.750000,3922.500000,3922.500000,1944661
2021-02-25,3923.500000,3934.500000,3810.250000,3828.000000,3828.000000,2863387
2021-02-26,3823.250000,3858.500000,3785.000000,3809.250000,3809.250000,3010481
2021-03-01,3817.250000,3912.000000,3812.500000,3898.750000,3898.750000,1692835
2021-03-02,3903.250000,3906.500000,3865.500000,3867.500000,3867.500000,1641396
2021-03-03,3867.500000,3898.000000,3813.000000,3816.750000,3816.750000,2203398
2021-03-04,3818.000000,3842.250000,3720.500000,3765.500000,3765.500000,3192468
2021-03-05,3765.500000,3850.000000,3728.500000,3839.000000,3839.000000,2948117
2021-03-08,3854.750000,3878.750000,3796.250000,3819.250000,3819.250000,2198363
2021-03-09,3831.250000,3901.250000,3826.250000,3873.250000,3873.250000,1704837
2021-03-10,3878.500000,3916.250000,3856.250000,3896.500000,3896.500000,1845205
2021-03-11,3907.750000,3958.500000,3893.000000,3936.750000,3936.750000,1599748
2021-03-12,3937.500000,3947.500000,3910.250000,3942.250000,3942.250000,1448886
2021-03-15,3945.750000,3969.750000,3922.250000,3967.500000,3967.500000,1295099
2021-03-16,3967.000000,3980.500000,3952.750000,3962.500000,3962.500000,887247
2021-03-17,3967.500000,3983.750000,3935.250000,3974.000000,3974.000000,520411
2021-03-18,3972.000000,3988.750000,3911.000000,3916.500000,3916.500000,335435
2021-03-19,3923.750000,3934.250000,3908.000000,3912.620117,3912.620117,2047619
2021-03-22,3893.500000,3944.500000,3885.000000,3930.000000,3930.000000,1325987
2021-03-23,3933.250000,3938.750000,3890.500000,3899.750000,3899.750000,1877976
2021-03-24,3905.750000,3931.500000,3877.500000,3880.750000,3880.750000,2063480
2021-03-25,3882.750000,3909.500000,3843.250000,3900.500000,3900.500000,2279488
2021-03-26,3907.500000,3968.000000,3900.750000,3964.750000,3964.750000,1984060
2021-03-29,3962.250000,3971.250000,3928.750000,3959.000000,3959.000000,2003052
2021-03-30,3965.250000,3968.500000,3933.750000,3947.750000,3947.750000,1590486
2021-03-31,3949.500000,3983.750000,3941.500000,3967.500000,3967.500000,1642169
2021-04-01,3967.500000,4015.250000,3964.500000,4010.000000,4010.000000,1245846
2021-04-05,4030.000000,4073.750000,4021.000000,4067.750000,4067.750000,1250666
2021-04-06,4069.750000,4076.000000,4052.250000,4064.000000,4064.000000,1252163
2021-04-07,4067.000000,4075.500000,4056.500000,4070.000000,4070.000000,1101579
2021-04-08,4074.250000,4098.500000,4072.500000,4089.000000,4089.000000,988346
2021-04-09,4098.000000,4121.500000,4081.000000,4119.500000,4119.500000,1090560
2021-04-12,4114.250000,4124.500000,4104.500000,4120.250000,4120.250000,1089291
2021-04-13,4122.750000,4139.750000,4101.250000,4132.750000,4132.750000,1081282
2021-04-14,4134.750000,4144.000000,4113.000000,4118.000000,4118.000000,1529562
2021-04-15,4123.500000,4166.500000,4119.500000,4162.500000,4162.500000,1277980
2021-04-16,4162.750000,4183.500000,4154.250000,4176.250000,4176.250000,1304078
2021-04-19,4165.000000,4174.750000,4141.750000,4155.500000,4155.500000,1618649
2021-04-20,4156.250000,4167.250000,4110.500000,4126.500000,4126.500000,1700883
2021-04-21,4121.250000,4167.250000,4113.000000,4164.750000,4164.750000,1505474
2021-04-22,4157.500000,4171.750000,4115.250000,4127.750000,4127.750000,1944942
2021-04-23,4129.000000,4186.750000,4127.500000,4171.500000,4171.500000,1509514
2021-04-26,4170.750000,4186.000000,4163.750000,4179.500000,4179.500000,1019731
2021-04-27,4181.500000,4192.500000,4166.750000,4179.000000,4179.000000,992029
2021-04-28,4180.250000,4193.750000,4172.750000,4176.250000,4176.250000,1282972
2021-04-29,4184.750000,4211.000000,4168.000000,4203.500000,4203.500000,1746965
2021-04-30,4200.750000,4201.500000,4167.250000,4174.500000,4174.500000,1898434
2021-05-03,4181.500000,4202.500000,4181.000000,4185.750000,4185.750000,1256240
2021-05-04,4184.250000,4185.500000,4120.500000,4158.250000,4158.250000,2003587
2021-05-05,4158.250000,4180.000000,4153.000000,4160.000000,4160.000000,1418246
2021-05-06,4158.750000,4197.250000,4140.500000,4194.250000,4194.250000,1751616
2021-05-07,4197.500000,4232.250000,4191.750000,4225.250000,4225.250000,1652592
2021-05-10,4226.750000,4238.250000,4172.000000,4183.500000,4183.500000,1662210
2021-05-11,4176.750000,4185.500000,4103.750000,4146.250000,4146.250000,2520859
2021-05-12,4140.000000,4150.500000,4051.000000,4058.750000,4058.750000,2629953
2021-05-13,4053.500000,4126.750000,4029.250000,4107.000000,4107.000000,2381081
2021-05-14,4112.500000,4178.250000,4105.250000,4169.000000,4169.000000,1513171
2021-05-17,4169.000000,4178.750000,4136.500000,4157.750000,4157.750000,1480730
2021-05-18,4159.000000,4179.500000,4111.500000,4123.000000,4123.000000,1285520
2021-05-19,4114.000000,4123.000000,4055.500000,4111.500000,4111.500000,2313119
2021-05-20,4107.750000,4169.250000,4084.500000,4154.250000,4154.250000,1486599
2021-05-21,4152.500000,4185.000000,4147.000000,4151.750000,4151.750000,1466725
2021-05-24,4151.500000,4206.250000,4142.500000,4193.750000,4193.750000,1046500
